name hindex
"Slobodan Vucetic" 31
"Songqing Chen" 31
"Srijan Kumar" 7
"Steffen Rendle" 20
"Stephan Günnemann" 19
"Stephen Bach" 10
"Stephen Boyd" 103
"Stratis Ioannidis" 19
"Suhang Wang" 8
"Szymon Jaroszewicz" 16
"Takeshi Yamada" 11
"Tanya Berger-Wolf" 25
"Tao Qin" 23
"Taylor Berg-Kirkpatrick" 11
"Theodoros Lappas" 13
"Thomas Gaertner" 21
"Tim Althoff" 8
"Tim Weninger" 15
"Tina Eliassi-Rad" 26
"Ting Wang" 15
"Tingjin Luo" 2
"Tom Hope" 6
"Tomoharu Iwata" 19
"Torsten Suel" 41
"Ulf Brefeld" 20
"Vikas Sindhwani" 36
"Vincent S. Tseng" 39
"Vincent W. Zheng" 18
"Vineet Chaoji" 17
"Vladan Radosavljevic" 15
"Volker Tresp" 46
"Wagner Meira Jr." 40
"Wang-Chien Lee" 56
"Wei Wang" 49
"Weiyi Meng" 43
"Weizhong Zhang" 2
"Wenjun Zhou" 10
"Wenlu Zhang" 6
"Wenqing Hu" 4
"Wenwu Zhu" 51
"Wilfred Ng" 29
"Wook-Shin Han" 20
"Wray Buntine" 36
"Xi Zhang" 6
"Xia Ben Hu" 21
"Xiang Zhang" 17
"Xiangnan Kong" 21
"Xiangru Huang" 2
"Xianping Tao" 21
"Xiao Huang" 3
"Xiao Yu" 9
"Xiaojun Chang" 15
"Xiaopeng Li" 2
"Xiaowei Xu" 31
"Xifeng Yan" 51
"Xindong Wu" 54
"Xing Xie" 54
"Xingquan Zhu" 40
"Xintao Wu" 26
"Xuanzhe Liu" 17
"Ya Zhang" 20
"Yaliang Li" 10
"Yan Zheng" 6
"Yanen Li" 11
"Yang Yu" 16
"Yangqiu Song" 23
"Yanjie Fu" 8
"Yexi Jiang" 11
"Yi Yang" 49
"Yin Lou" 9
"Yisong Yue" 20
"Yixin Chen" 35
"Yizhou Sun" 31
"Yong Ge" 22
"Yong Ren" 5
"Yong Wang" 4
"Yu Shi" 2
"Yu Zhang" 18
"Yu Zheng" 54
"Yuan Yao" 8
"Yuchen Zhao" 11
"Yun Fu" 43
"Yupeng Gu" 2
"Yuxiao Dong" 12
"Zaiqing Nie" 22
"Zhenhui Li" 19
"Zhewei Wei" 6
"Zhijun Yin" 14
"Zoran Obradovic" 52
"Zvi Lotker" 27
"Akhil Langer" 7
"Albert-Jan Yzelman" 7
"Alejandro Ribes" 9
"Alice-Agnes Gabriel" 7
"Allison H. Baker" 16
"Ana Gainaru" 9
"Andreas Mang" 9
"Bernd Hamann" 49
"Bertrand Iooss" 24
"Bhavya Kailkhura" 8
"Bilel Hadri" 10
"Boyce Griffith" 25
"Bronson Messer" 23
"Bruce Jacob" 33
"Carol Woodward" 17
"Cheng Chen" 6
"Christos Davatzikos" 81
"Chundong Wang" 7
"Cindy Rubio-Gonzalez" 8
"Cris Cecka" 7
"Damian S. Steiger" 5
"Darrell D. E. Long" 50
"David Cox" 27
"Edmond Chow" 25
"Elizabeth H. Madden" 4
"Elsa Gonsiorowski" 3
"Espen Birger Raknes" 5
"Ethan Coon" 8
"Evan Racah" 4
"Gengbin Zheng" 27
"Geoffroy R. Vallee" 19
"Giorgis Georgakoudis" 5
"Guanpeng Li" 4
"Hajime Fujita" 8
"Hamid Krim" 34
"Harsh Vardhan" 6
"Heather Quinn" 16
"Holger Froening" 12
"Hongbo Li" 1
"Hua Tan" 12
"Ian Karlin" 10
"Ioannis Mitliagkas" 8
"Jack Deslippe" 15
"Jae-Seung Yeom" 8
"Jayaraman Thiagarajan" 12
"Jaydeep Bardhan" 17
"Jean-Baptiste Besnard" 2
"Jerry Chou" 10
"Jian Zhang" 3
"Jiayuan Meng" 17
"John Cary" 40
"Jonathan Beard" 4
"Jürgen Kaiser" 6
"Kalyan Kumaran" 11
"Kate Keahey" 28
"Kazem Cheshmi" 3
"Keith Underwood" 26
"Kelly Gaither" 14
"Keren Bergman" 55
"Kerstin Kleese van Dam" 15
"Kevin Harms" 9
"Klaudius Scheufele" 4
"Kristopher Keipert" 4
"Kyungjoo Kim" 8
"Lorena Barba" 15
"Mads Ruben Burgdorff Kristensen" 6
"Manu Shantharam" 6
"Marc Orr" 4
"Marc Perache" 8
"Marcelo Carneiro do Amaral" 5
"Markus Schordan" 13
"Matt Otten" 4
"Mattan Erez" 28
"Mauricio Breternitz" 18
"Md Mostofa Patwary" 16
"Michael B. Sullivan" 10
"Michael Chuvelev" 2
"Michael Garland" 50
"Michael Lang" 14
"Michael LeBeane" 3
"Michel Kinsy" 11
"Michelle Mills Strout" 18
"Miriam Mehl" 16
"Miroslav Stoyanov" 9
"Misun Min" 8
"Mohammadreza Bayatpour" 1
"Mohammed Sourouri" 4
"Morris Riedel" 16
"Neil Chue Hong" 15
"Nico Reissmann" 2
"Nosayba El-Sayed" 6
"Oceane Bel" 1
"Patricia Kovatch" 9
"Paul Fischer" 43
"Peer-Timo Bremer" 32
"Pei-Hung Lin" 9
"Per Gunnar Kjeldsberg" 14
"Peyman Faizian" 1
"Philippe Tillet" 3
"Pradeep Dubey" 51
"Qingsong Wei" 9
"Raghul Gunasekaran" 8
"Raphael Y. de Camargo" 11
"Raymond C. Clay III" 6
"Reid Priedhorsky" 14
"Rita Borgo" 14
"Robert Schöne" 14
"Rosa M. Badia" 37
"Rushil Anirudh" 4
"Ryan Chard" 6
"Sandra Gesing" 10
"Sean Couch" 19
"Sean Treichler" 6
"Seung-Hwan Lim" 8
"Shigeru Iwase" 2
"Shuai Che" 13
"Siddharth Bhat" 0
"Srinivas Sridharan" 8
"Stefan Wild" 24
"Stephanie Wollherr" 0
"Steve Scott" 16
"Swaroop Pophale" 6
"Tareq Malas" 6
"Tetsuya Sakurai" 17
"Thilina Rathnayake" 1
"Thomas Häner" 5
"Thorsten Kurth" 15
"Tim Randles" 1
"Timothy B. Costa" 3
"Tirthak Patel" 1
"Tomofumi Yuki" 9
"Vladimir A. Mironov" 6
"Wonchan Lee" 16
"X. Sherry Li" 31
"Yan Li" 7
"Yasunori Futamura" 6
"Yifan Gong" 4
"Yuri Alexeev" 15
"Zhou Tong" 1
"Abhinav Sarje" 10
"Adeesha Wijayasiri" 0
"Ajai George" 1
"Ajay Panyala" 2
"Alexandre Eichenberger" 25
"Alok Choudhary" 61
"Anindya Sundar Dhar" 11
"Ankit Agrawal" 20
"Anshuman Goswami" 2
"Arshad Jhumka" 17
"Assefaw Gebremedhin" 19
"Ayan Palchaudhuri" 4
"Bhaskar Chaudhury" 12
"Bilge Acun" 5
"Can Hankendi" 7
"Carlo Bertolli" 14
"Cesar Caiafa" 13
"Chia-Lin Yang" 31
"Chrysostomos Nicopoulos" 20
"Cédric Bastoul" 23
"David A. Bader" 48
"David Chiu" 15
"Devavret Makkar" 1
"Dharanidhar Dang" 3
"Dhaval Patel" 6
"Dipendra Jha" 1
"Edward Chuah" 4
"Esteban Rangel" 3
"Eun Kyung Lee" 10
"Franco Pestilli" 15
"Georgios Michelogiannakis" 11
"Gheorghe-Teodor Bercea" 7
"Harsha Vardhan Simhadri" 8
"Hongyang Sun" 10
"Hyojin Sung" 6
"Jaroslaw Zola" 12
"Jayanth Kalyanasundaram" 0
"Jia Zhan" 7
"Jianwei Xiao" 1
"Julian Shun" 12
"Jyotikrishna Dass" 2
"Kartik Lakhotia" 1
"Linchuan Chen" 6
"Mark Schmalz" 2
"Mark Stillwell" 8
"Marziyeh Nourian" 2
"Michael McDermott" 3
"Mingzhe Li" 6
"Mucahid Kutlu" 6
"Nentawe Gurumdimma" 2
"Oded Green" 9
"P J Narayanan" 26
"Philippe Helluy" 15
"Rabi Mahapatra" 22
"Rajgopal Kannan" 29
"Rengan Xu" 7
"Sadayappan P" 57
"Samuel Antao" 12
"Sangkeun Lee" 10
"Sanjay Ranka" 49
"Sanjukta Bhowmick" 13
"Sanket Gupte" 2
"Santonu Sarkar" 16
"Sartaj Sahni" 66
"Sharma V. Thankachan" 12
"Shreyas Singapura" 2
"Sidharth Kumar" 6
"Steve Petruzza" 1
"Sunwoo Lee" 1
"Sureyya Emre Kurt" 0
"Sushil Prasad" 20
"Sven Karlsson" 9
"Tekin Bicer" 10
"Theo Damoulas" 14
"Theocharis Theocharides" 16
"Upinder Bhalla" 34
"Valerio Pascucci" 50
"Vasimuddin Md" 1
"Vikram Goyal" 6
"Viktor Prasanna" 66
"Vincent Loechner" 12
"Vito Giovanni" 6
"Weirong Jiang" 20
"Xin Huo" 8
"Xuan Zhang" 9
"Zhihao Jia" 3
"Aasheesh Kolli" 5
"Alberto Ros" 14
"Alenka Zajic" 17
"Alexandros Daglis" 3
"Alireza Nazari" 2
"Alper Buyuktosunoglu" 28
"Amir Salek" 7
"Antonio Puglielli" 2
"Anurag Mukkara" 1
"Aosen Wang" 5
"Ardavan Pedram" 9
"Ariel Feldman" 9
"Ashish Ranjan" 4
"Bin Altaf" 2
"Binzhang Fu" 7
"Brucek Khailany" 17
"Chris Batten" 16
"Christopher De Sa" 9
"David J. Schlais" 0
"David Koeplinger" 4
"Dibakar Gope" 3
"Dionisios Pnevmatikatos" 24
"Dmitrii Ustiugov" 1
"Doe Hyun Yoon" 16
"Doowon Lee" 2
"Doug Burger" 58
"Duckhwan Kim" 4
"Emre Ozer" 14
"Eric Wilcox" 13
"Gaurav Agrawal" 3
"Gokul Subramanian Ravi" 1
"Gregory Sizikov" 3
"Hanna Alam" 1
"Itir Akgun" 2
"Jaeha Kung" 4
"Ján Veselý" 4
"Jeffrey Dean" 60
"Jiecao Yu" 0
"Julian Ibarz" 5
"Jung Kim" 39
"Jungi Jeong" 2
"Mario Drumond" 2
"Masoud Daneshtalab" 24
"Masoumeh Ebrahimi" 20
"Mehdi Alipour" 4
"Mengjia Yan" 1
"Mikko H. Lipasti" 40
"Monjur Alam" 5
"Muhammad Shoaib" 2
"Nader Sehatbakhsh" 3
"Natalie Enright-Jerger" 17
"Newsha Ardalani" 1
"Nooshin Mirzadeh" 1
"Paul Whatmough" 6
"Peter Milder" 17
"Pritam Majumder" 1
"Raghu Prabhakar" 6
"Rangharajan Venkatesan" 9
"Robert Hundt" 20
"Ronald Dreslinski" 26
"Ruohuang Zheng" 0
"Russ Joseph" 16
"S. Karen Khatamifard" 1
"Sally McKee" 31
"Selçuk Köse" 13
"Sriram Govindan" 14
"Stefan Hadjis" 7
"Subarno Banerjee" 2
"Sui Chen" 3
"Suresh Bhatia" 47
"Swagath Venkataramani" 12
"Taekyung Heo" 1
"Vaibhav Gogte" 1
"Victor A. Ying" 1
"Vijay Vasudevan" 11
"Vinay Gangadhar" 4
"Vinson Young" 1
"Weize Yu" 5
"Won Woo Ro" 12
"Xiaoyao Liang" 15
"Yajing Chen" 5
"Yakun Sophia Shao" 7
"Yaqi Zhang" 0
"Yun Long" 0
"Zhenning Wang" 4
"Zi Yan" 1
"Abon Chaudhuri" 6
"Adil Alim" 0
"Adriano Augusto" 1
"Aijun An" 31
"Alan Kuhnle" 4
"Alexander Marx" 1
"Alexandre Termier" 13
"Andrea Tagarelli" 19
"Annalisa Appice" 19
"Anne Denton" 14
"Anne Laurent" 20
"Anthony Bagnall" 24
"Arbee L.P. Chen" 40
"Arvind Ramanathan" 12
"Ayan Acharya" 12
"Baojian Zhou" 3
"Barry Drake" 11
"Bhavani Thuraisingham" 50
"Bin Li" 17
"Bin Tong" 5
"Blaz Zupan" 42
"Bo Du" 23
"Bradley Malin" 37
"Brendan O’Connor" 17
"Bruno Cremilleux" 23
"Carlotta Domeniconi" 28
"Chen Fang" 10
"Chen Gong" 16
"Cheng Deng" 16
"Chenghao Liu" 2
"Chengqi Zhang" 42
"Chenwei Zhang" 3
"Chin-Chia Michael Yeh" 6
"Chiranjib Bhattacharyya" 22
"Christian Bauckhage" 34
"Christine O'Keefe" 26
"Christoph F. Eick" 20
"Christopher Marcum" 8
"Christopher Morris" 2
"Cyrus Shahabi" 53
"Damian Roqueiro" 8
"Dan Sheldon" 16
"Dan Simovici" 21
"Danai Koutra" 18
"Daniel Nikovski" 17
"David Taniar" 37
"Debrup Banerjee" 3
"Dejing Dou" 20
"Di Jin" 1
"Dik Lun Lee" 51
"Dingqi Yang" 11
"Dingxiong Deng" 7
"Dino Ienco" 13
"Dongjin Song" 8
"Dorothea Wagner" 50
"Duru Turkoglu" 6
"Dzung T. Phan" 12
"Elena Baralis" 26
"Ernestina Menasalvas" 20
"Ernesto Damiani" 44
"Evaggelia Pitoura" 38
"Fabien Labernia" 2
"Fabio Fassetti" 10
"Fenglong Ma" 4
"Florian Yger" 8
"Frans Coenen" 31
"Fu-Lai Chung" 39
"Gaurav Pandey" 4
"Georgios B. Giannakis" 128
"Gianvito Pio" 6
"Giovanni Stilo" 8
"Grigorios Loukides" 18
"Haesun Park" 57
"Hang Hang Tong" 41
"Hao Fu" 4
"Haoyi Xiong" 15
"He Zhao" 3
"Hengchang Liu" 21
"Hongxu Chen" 1
"Hongzhi Yin" 14
"Hye-Chung Kum" 14
"Indrajit Bhattacharya" 15
"Jaegul Choo" 14
"Jaemin Yoo" 1
"James Bailey" 29
"James T. Kwok" 52
"Jason Lines" 11
"Jason T. L. Wang" 73
"Jay Pujara" 9
"Jayant Kalagnanam" 33
"Jessica Lin" 25
"Jia Wu" 16
"Jianboi Li" 6
"Jianyong Wang" 43
"Jiawei Zhang" 11
"Jiming Chen" 49
"Jingchao Ni" 3
"Josep Domingo-Ferrer" 51
"Joshua D. Trzasko" 16
"Julian McAuley" 22
"Kamalakar Karlapalem" 36
"Kamalika Das" 13
"Kanishka Bhaduri" 19
"Karsten Borgwardt" 40
"Kazi Islam" 0
"Keith Chan" 34
"Kevin Chen-Chuan Chang" 43
"Kishlay Jha" 1
"Kun zhang" 16
"Kyuseok Shim" 48
"Lan Du" 11
"Laura Pullum" 10
"Lawrence Hall" 50
"Lefei Zhang" 17
"Lei Li" 12
"Leman Akoglu" 25
"Lemin Xiao" 2
"Liang Hu" 6
"Liang Zhao" 8
"Lingfei Wu" 8
"Linhong Zhu" 12
"Lise Getoor" 59
"Liudmila Ulanova" 6
"Lu Su" 21
"Lu Wang" 18
"Ludovic Denoyer" 19
"Luiza Antonie" 12
"Maguelonne Teisseire" 24
"Marcello La Rosa" 36
"Maria Halkidi" 17
"Marlon Dumas" 64
"Martin Atzmueller" 29
"Masafumi Oyamada" 2
"Matjaz Gams" 21
"Michael Hamann" 4
"Michelangelo Ceci" 20
"Michele Coscia" 16
"Miguel Ramos de Araujo" 6
"Mihajlo Grbovic" 14
"Minghui Qiu" 11
"Minos Garofalakis" 60
"Naren Ramakrishnan" 41
"NhatHai Phan" 7
"Nico Piatkowski" 9
"Nicola Fanizzi" 25
"Osmar Zaiane" 52
"Padmini Srinivasan" 34
"Pascal Poncelet" 22
"Pasquale Minervini" 5
"Paul Bradley" 30
"Pavel Senin" 10
"Pedro Manuel Pinto Ribeiro" 11
"Peilin Zhao" 21
"Pengpeng Zhao" 9
"Petra Mutzel" 39
"Philip Chan" 41
"Pigi Kouki" 3
"Pin-Yu Chen" 13
"Prasenjit Mitra" 41
"Qing He" 25
"Qinghua Hu" 39
"Quoc Viet Hung Nguyen" 13
"Raffaele Conforti" 11
"Rajmonda Sulo Caceres" 6
"Rasmus Ulslev Pedersen" 12
"Roberto Trasarti" 15
"Roger Xu" 5
"Rohan Baxter" 23
"Rosa Meo" 17
"Ryan Benton" 6
"S. S. Ravi" 35
"Saket Maheshwary" 1
"Santu Rane" 8
"Sarah M. Erfani" 4
"Saurav Karmakar" 4
"Shaghayegh Gharghabi" 3
"Shiming Zhang" 7
"Shin Ando" 13
"Shirish Shevade" 16
"Shuo Zhou" 3
"Sihong Xie" 10
"Soumya Ray" 16
"Sourav S. Bhowmick" 27
"Stefan Kramer" 34
"Stephan Guennemann" 20
"Steven C.H. Hoi" 45
"Stijn Luca" 5
"Sunil Gupta" 17
"Svetha Venkatesh" 54
"Tao Sun" 2
"Tapio Elomaa" 13
"Toshihiro Kamishima" 13
"Trong Dinh Thac Do" 1
"Trung Le" 9
"Tsuyoshi Ide" 20
"Tu Dinh Nguyen" 8
"Ugur Demiryurek" 15
"Usman Shahid" 6
"Victor S. Sheng" 20
"Vijay Raghavan" 37
"Vikram Pudi" 12
"Vishrawas Gopalakrishnan" 4
"Vladimir Estivill-Castro" 28
"Vu Nguyen" 6
"Wang-Cheng Kang" 2
"Wei Cheng" 10
"Weijie Wu" 9
"Weizhong Zhao" 10
"William Eberle" 11
"Wouter Duivesteijn" 8
"Xia Ning" 2
"Xiangliang Zhang" 18
"Xiao He" 7
"Xiaoshuai Sun" 15
"Xinyue Liu" 1
"Xuchao Zhang" 1
"Xun Zhou" 10
"Yada Zhu" 7
"Yan Zhu" 3
"Yanchi Liu" 9
"Yang Wang" 14
"Yang Zhou" 13
"Yao Zhang" 5
"Yao Zhou" 2
"Yi Ding" 2
"Yifeng Gao" 2
"Ying Ding" 43
"Yiu-ming Cheung" 27
"Yuanchao Shu" 11
"Yuchen Bian" 3
"Zemin Liu" 1
"Zhaowen Wang" 14
"Zheng Chen" 61
"Zhi Wei" 26
"Zhi-Hua Zhou" 83
"Zhishan Guo" 11
"Zhiyuan Chen" 21
"Zidong Yang" 2
"masoud makrehchi" 9
"Aleksander Mądry" 11
"Alexander Skopalik" 13
"Erez Kantor" 10
"Fabrizio Grandoni" 29
"Frank Dehne" 36
"Giuseppe Persiano" 29
"Guoxin Liu" 8
"Hamidreza Jahanjou" 2
"Haoyu Wang" 4
"He Sun" 11
"Hossein Asadi" 21
"Hossein Esfandiari" 5
"Hubert Chan" 17
"Jesmin Jahan Tithi" 4
"Laura Sanità" 9
"Laxman Dhulipala" 3
"Luca Zanetti" 2
"Manuel Lafond" 7
"Marcin Bienkowski" 10
"Martin Hoefer" 20
"Mauricio Resende" 68
"Mohammad Hossein Bateni" 13
"Nicolás Rivera" 4
"Peter Varman" 26
"Rajesh Chitnis" 9
"Rajmohan Rajaraman" 33
"Rezaul Chowdhury" 16
"Richard Cole" 50
"Richard Peng" 17
"Riko Jacob" 20
"Runtian Ren" 2
"Ryan O'Donnell" 33
"Ryan Williams" 26
"Samir Khuller" 50
"Shahbaz Khan" 2
"Sudipto Guha" 52
"Vijaya Ramachandran" 36
"Vincent Chau" 5
"Wang Kai" 1
"Yi Li" 9
"Yuan Tang" 6
"Yuval Rabani" 39
